County,Year,Total population,Male Total population,Female Total population,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
"Kershaw County, South Carolina",2011,61010,29622,31388,4087.67,4148.68,4148.68,4148.68,3294.54,3355.55,3416.56,3599.59,4575.75,4636.76,4758.78,4453.73,3782.62,2867.47,2074.34,1647.27,976.16,1037.17
"Lancaster County, South Carolina",2011,74500,36804,37696,4991.5,4172,5364,4693.5,4172,4321,4693.5,5587.5,5066,5289.5,4991.5,4619,5140.5,3948.5,2905.5,2309.5,1341,819.5
"Marquette County, Michigan",2011,66859,32493,34366,4278.976,3810.963,4546.412,5014.425,4412.694,3810.963,3610.386,3744.104,4880.707,5081.284,4947.566,4278.976,4546.412,3209.232,2206.347,1938.911,1337.18,1136.603
"Lee County, South Carolina",2011,19412,10020,9392,1125.896,1281.192,1222.956,1378.252,1455.9,1320.016,1184.132,1203.544,1145.308,1494.724,1552.96,1455.9,1009.424,854.128,582.36,543.536,407.652,194.12
"Lexington County, South Carolina",2011,257756,125732,132024,17269.652,18042.92,17269.652,17269.652,15980.872,17011.896,16496.384,18558.432,18300.676,20104.968,18816.188,16754.14,14692.092,11083.508,6959.412,5155.12,4124.096,3608.584
"Marshall County, Kansas",2011,10178,5432,4746,366.408,458.01,396.942,396.942,610.68,478.366,681.926,519.078,712.46,590.324,783.706,804.062,1017.8,1038.156,529.256,407.12,244.272,132.314
"Marion County, South Carolina",2011,33335,15427,17908,2233.445,1933.43,2366.785,2433.455,2033.435,1966.765,1933.43,2000.1,2066.77,2266.78,2566.795,2466.79,2233.445,1566.745,1233.395,833.375,700.035,466.69
"Orange County, Vermont",2011,28977,15340,13637,1651.689,1825.551,1680.666,2086.344,1593.735,1999.413,2144.298,1999.413,2115.321,2231.229,2173.275,2028.39,1622.712,1303.965,956.241,579.54,521.586,434.655
"Clinton County, Illinois",2011,37395,18331,19064,2468.07,2168.91,2505.465,2617.65,2505.465,2206.305,2056.725,2617.65,2168.91,2542.86,2729.835,2580.255,2355.885,2019.33,1234.035,1121.85,635.715,860.085
"Oconee County, South Carolina",2011,73629,36339,37290,4196.853,4270.482,4417.74,4564.998,4270.482,3902.337,4049.595,4564.998,4638.627,4933.143,5448.546,5227.659,5595.804,4785.885,3386.934,2724.273,1619.838,1104.435
"Orangeburg County, South Carolina",2011,92503,43603,48900,6290.204,5550.18,5920.192,7677.749,7770.252,5550.18,4810.156,5087.665,5457.677,6475.21,6567.713,6475.21,5457.677,4625.15,3145.102,2220.072,1942.563,1665.054
"Pickens County, South Carolina",2011,118617,59150,59467,6523.935,6405.318,6998.403,11743.083,14589.891,6998.403,6405.318,6879.786,7472.871,7947.339,7591.488,6761.169,6642.552,4863.297,4032.978,2728.191,2016.489,2016.489
"Richland County, South Carolina",2011,378989,184327,194662,24255.296,23118.329,24255.296,32972.043,39414.856,30698.109,26150.241,25392.263,25013.274,25771.252,25013.274,21602.373,18191.472,11748.659,8716.747,7200.791,4547.868,4926.857
"Saluda County, South Carolina",2011,19681,10001,9680,1377.67,1102.136,1377.67,1180.86,1298.946,1357.989,1023.412,1062.774,1377.67,1397.351,1436.713,1298.946,1220.222,984.05,826.602,590.43,314.896,413.301
"Spartanburg County, South Carolina",2011,281777,136715,145062,18879.059,19160.836,18597.282,21133.275,18315.505,17188.397,16906.62,19160.836,20006.167,20851.498,19724.39,18315.505,15779.512,12116.411,9298.641,7326.202,5071.986,3663.101
"Sumter County, South Carolina",2011,106899,51541,55358,7910.526,7803.627,7162.233,8017.425,8231.223,7482.93,6413.94,6093.243,7162.233,7482.93,7589.829,6520.839,5451.849,4169.061,3634.566,2779.374,1817.283,1282.788
"Union County, South Carolina",2011,28982,13808,15174,1738.92,1680.956,1970.776,1883.83,1651.974,1478.082,1391.136,1941.794,1970.776,2231.614,2347.542,2028.74,1912.812,1420.118,1217.244,753.532,811.496,521.676
"Lincoln County, Maine",2011,34719,17180,17539,2117.859,2326.173,2256.735,2360.892,2187.297,1978.983,2013.702,1874.826,2534.487,2430.33,2673.363,2603.925,2360.892,1701.231,1145.727,902.694,520.785,694.38
"York County, South Carolina",2011,221441,106882,114559,15279.429,16608.075,15057.988,15943.752,13729.342,13729.342,14172.224,16608.075,17050.957,17272.398,15722.311,13507.901,11957.814,8414.758,6200.348,4871.702,2878.733,2435.851
"Aurora County, South Dakota",2011,2722,1322,1400,195.984,258.59,198.706,114.324,97.992,136.1,119.768,193.262,114.324,206.872,225.926,193.262,146.988,138.822,108.88,103.436,65.328,106.158
"Beadle County, South Dakota",2011,17111,8610,8501,1129.326,1112.215,1026.66,1060.882,1146.437,1197.77,821.328,889.772,889.772,1300.436,1385.991,1197.77,941.105,769.995,581.774,650.218,496.219,513.33
"Bennett County, South Dakota",2011,3435,1725,1710,429.375,319.455,240.45,285.105,285.105,161.445,54.96,206.1,195.795,226.71,206.1,137.4,233.58,133.965,96.18,99.615,82.44,37.785
"Lake County, Colorado",2011,7039,3993,3046,344.911,358.989,387.145,429.379,387.145,422.34,429.379,344.911,549.042,556.081,534.964,506.808,366.028,309.716,295.638,316.755,232.287,260.443
"Brookings County, South Dakota",2011,31639,16112,15527,1898.34,1423.755,1803.423,3638.485,6517.634,2499.481,1676.867,1550.311,1297.199,1645.228,1771.784,1518.672,1265.56,949.17,664.419,664.419,506.224,442.946
"Brown County, South Dakota",2011,36265,17696,18569,2429.755,2248.43,2320.96,2574.815,2719.875,2357.225,2030.84,1776.985,2284.695,2611.08,2719.875,2357.225,1885.78,1269.275,1341.805,1160.48,1087.95,1087.95
"Brule County, South Dakota",2011,5187,2541,2646,357.903,409.773,285.285,311.22,212.667,518.7,217.854,243.789,238.602,373.464,456.456,378.651,259.35,217.854,197.106,176.358,150.423,176.358
"Buffalo County, South Dakota",2011,1936,984,952,224.576,203.28,154.88,218.768,160.688,129.712,94.864,141.328,116.16,133.584,118.096,44.528,60.016,60.016,27.104,25.168,11.616,11.616
"Butte County, South Dakota",2011,10037,4990,5047,712.627,702.59,672.479,702.59,461.702,682.516,531.961,572.109,481.776,712.627,853.145,732.701,592.183,481.776,361.332,351.295,230.851,180.666
"Campbell County, South Dakota",2011,1407,709,698,67.536,71.757,73.164,108.339,14.07,57.687,59.094,36.582,84.42,153.363,121.002,126.63,80.199,87.234,94.269,98.49,37.989,37.989
"Charles Mix County, South Dakota",2011,9095,4472,4623,773.075,736.695,700.315,727.6,454.75,391.085,418.37,472.94,527.51,627.555,645.745,527.51,491.13,436.56,300.135,291.04,281.945,281.945
"Catron County, New Mexico",2011,3687,1857,1830,243.342,210.159,261.777,235.968,125.358,191.724,184.35,162.228,210.159,254.403,298.647,258.09,250.716,202.785,162.228,117.984,136.419,180.663
"Clay County, South Dakota",2011,13902,6900,7002,639.492,806.316,514.374,2321.634,2710.89,1014.846,722.904,611.688,583.884,639.492,695.1,653.394,542.178,472.668,250.236,264.138,180.726,264.138
"Codington County, South Dakota",2011,27180,13461,13719,1875.42,1630.8,2120.04,1875.42,1793.88,1739.52,1630.8,1657.98,1630.8,2038.5,2065.68,1712.34,1359,1223.1,761.04,706.68,761.04,625.14
"Corson County, South Dakota",2011,4049,2037,2012,392.753,417.047,332.018,408.949,226.744,267.234,202.45,198.401,283.43,255.087,271.283,214.597,149.813,129.568,80.98,105.274,76.931,36.441
"Custer County, South Dakota",2011,8155,4187,3968,358.82,366.975,472.99,521.92,260.96,318.045,318.045,456.68,391.44,587.16,791.035,709.485,897.05,627.935,448.525,309.89,146.79,179.41
"Davison County, South Dakota",2011,19446,9621,9825,1225.098,1186.206,1302.882,1439.004,1536.234,1322.328,1069.53,894.516,1186.206,1322.328,1439.004,1361.22,894.516,622.272,777.84,680.61,486.15,661.164
"Day County, South Dakota",2011,5701,2879,2822,307.854,359.163,364.864,302.153,239.442,256.545,279.349,216.638,347.761,410.472,467.482,421.874,416.173,319.256,285.05,210.937,245.143,250.844
"Deuel County, South Dakota",2011,4366,2240,2126,261.96,296.888,270.692,261.96,213.934,218.3,231.398,227.032,279.424,340.548,340.548,288.156,288.156,218.3,187.738,200.836,109.15,130.98
"Dewey County, South Dakota",2011,5331,2634,2697,490.452,527.769,485.121,527.769,357.177,319.86,287.874,319.86,341.184,389.163,319.86,255.888,202.578,181.254,127.944,79.965,90.627,31.986
"Douglas County, South Dakota",2011,3013,1506,1507,171.741,168.728,195.845,198.858,135.585,111.481,114.494,108.468,180.78,216.936,265.144,159.689,262.131,177.767,123.533,147.637,135.585,138.598
"Edmunds County, South Dakota",2011,4050,2086,1964,222.75,238.95,267.3,202.5,190.35,178.2,206.55,174.15,259.2,271.35,307.8,283.5,283.5,255.15,226.8,157.95,137.7,186.3
"Fall River County, South Dakota",2011,7053,3517,3536,352.65,437.286,260.961,493.71,331.491,148.113,275.067,359.703,310.332,543.081,620.664,719.406,592.452,394.968,437.286,380.862,211.59,183.378
"Faulk County, South Dakota",2011,2381,1164,1217,145.241,147.622,130.955,142.86,142.86,126.193,121.431,126.193,123.812,204.766,171.432,135.717,147.622,121.431,128.574,73.811,80.954,107.145
"Grant County, South Dakota",2011,7353,3762,3591,433.827,448.533,470.592,514.71,323.532,345.591,382.356,316.179,470.592,632.358,625.005,610.299,404.415,301.473,360.297,272.061,257.355,183.825
"Valley County, Nebraska",2011,4253,2164,2089,238.168,216.903,280.698,221.156,182.879,182.879,182.879,195.638,259.433,318.975,340.24,280.698,327.481,229.662,221.156,174.373,221.156,174.373
"Haakon County, South Dakota",2011,1734,920,814,97.104,100.572,79.764,74.562,36.414,83.232,107.508,48.552,123.114,126.582,197.676,166.464,117.912,100.572,79.764,78.03,48.552,65.892
"Hamlin County, South Dakota",2011,5839,2975,2864,525.51,490.476,437.925,461.281,233.56,309.467,303.628,286.111,362.018,391.213,379.535,309.467,315.306,262.755,210.204,157.653,116.78,286.111
"Bennett County, South Dakota",2011,3408,1685,1723,163.584,163.584,235.152,194.256,136.32,153.36,156.768,136.32,231.744,265.824,272.64,197.664,241.968,136.32,214.704,170.4,190.848,153.36
"Hanson County, South Dakota",2011,3375,1765,1610,303.75,310.5,340.875,229.5,111.375,145.125,239.625,175.5,212.625,236.25,286.875,209.25,87.75,148.5,118.125,77.625,87.75,57.375
"Sully County, South Dakota",2011,1328,687,641,59.76,62.416,118.192,124.832,65.072,47.808,66.4,77.024,78.352,119.52,147.408,78.352,61.088,22.576,83.664,38.512,30.544,46.48
"Hughes County, South Dakota",2011,16943,8284,8659,1084.352,1033.523,1084.352,1084.352,864.093,1118.238,982.694,1033.523,1338.497,1304.611,1490.984,1118.238,1135.181,728.549,406.632,372.746,288.031,474.404
"Valley County, Montana",2011,7345,3578,3767,396.63,484.77,484.77,514.15,213.005,293.8,308.49,301.145,470.08,528.84,543.53,521.495,381.94,433.355,315.835,381.94,352.56,418.665
"Hyde County, South Dakota",2011,1422,725,697,81.054,112.338,93.852,75.366,45.504,81.054,82.476,63.99,82.476,73.944,132.246,92.43,76.788,85.32,79.632,65.412,45.504,52.614
"Jackson County, South Dakota",2011,3031,1511,1520,197.015,266.728,348.565,321.286,221.263,106.085,136.395,221.263,242.48,209.139,175.798,142.457,133.364,72.744,93.961,45.465,30.31,72.744
"Jerauld County, South Dakota",2011,2044,1040,1004,147.168,106.288,79.716,138.992,69.496,79.716,89.936,83.804,112.42,132.86,136.948,228.928,94.024,89.936,134.904,87.892,94.024,138.992
"Jones County, South Dakota",2011,1203,526,677,74.586,92.631,78.195,87.819,66.165,55.338,30.075,62.556,62.556,101.052,99.849,72.18,49.323,58.947,74.586,44.511,56.541,38.496
"Kingsbury County, South Dakota",2011,5159,2636,2523,273.427,304.381,309.54,309.54,175.406,278.586,257.95,206.36,283.745,464.31,433.356,495.264,237.314,216.678,263.109,288.904,128.975,232.155
"Lake County, South Dakota",2011,11193,5634,5559,626.808,593.229,738.738,984.984,962.598,638.001,537.264,559.65,548.457,805.896,929.019,805.896,570.843,537.264,358.176,391.755,358.176,246.246
"Lawrence County, South Dakota",2011,23897,11975,11922,1314.335,1051.468,1433.82,1887.863,2318.009,1362.129,1194.85,1290.438,1147.056,1720.584,1959.554,2007.348,1266.541,1218.747,716.91,716.91,573.528,693.013
"Lincoln County, South Dakota",2011,43276,21608,21668,4197.772,3808.288,3115.872,2466.732,2207.076,3678.46,3678.46,3548.632,2856.216,2899.492,2769.664,2466.732,1731.04,1211.728,778.968,649.14,605.864,605.864
"Lyman County, South Dakota",2011,3745,2009,1736,288.365,307.09,310.835,303.345,220.955,202.23,217.21,134.82,239.68,292.11,277.13,194.74,202.23,183.505,123.585,86.135,89.88,71.155
"Yukon-Koyukuk Census Area, Alaska",2011,5613,2810,2803,409.749,387.297,392.91,353.619,202.068,269.424,331.167,252.585,381.684,432.201,426.588,387.297,314.328,286.263,196.455,185.229,202.068,196.455
"McPherson County, South Dakota",2011,2482,1276,1206,116.654,206.006,138.992,173.74,86.87,54.604,79.424,124.1,96.798,196.078,198.56,143.956,163.812,81.906,146.438,166.294,143.956,166.294
"Marshall County, South Dakota",2011,4614,2501,2113,355.278,253.77,373.734,322.98,272.226,198.402,193.788,216.858,221.472,313.752,378.348,309.138,336.822,212.244,198.402,166.104,92.28,203.016
"Meade County, South Dakota",2011,25245,12965,12280,1842.885,1590.435,1842.885,1716.66,1893.375,1842.885,1590.435,1186.515,1640.925,1893.375,1893.375,1817.64,1413.72,1009.8,631.125,504.9,403.92,479.655
"Mellette County, South Dakota",2011,2039,1004,1035,214.095,199.822,205.939,165.159,77.482,122.34,118.262,57.092,118.262,108.067,130.496,101.95,126.418,83.599,63.209,81.56,24.468,38.741
"Miner County, South Dakota",2011,2388,1172,1216,136.116,133.728,159.996,124.176,66.864,109.848,119.4,107.46,145.668,150.444,238.8,171.936,155.22,140.892,88.356,119.4,124.176,95.52
"Minnehaha County, South Dakota",2011,168014,83710,84304,12601.05,11256.938,11256.938,11256.938,12433.036,14113.176,11760.98,10416.868,11760.98,12769.064,11760.98,10416.868,7728.644,5208.434,4200.35,3192.266,3024.252,2856.238
"Moody County, South Dakota",2011,6497,3273,3224,487.275,435.299,461.287,487.275,266.377,363.832,311.856,402.814,461.287,493.772,526.257,474.281,337.844,318.353,220.898,142.934,116.946,201.407
"Pennington County, South Dakota",2011,99611,49555,50056,7371.214,6375.104,6873.159,6574.326,7072.381,7171.992,6275.493,5777.438,6175.882,7271.603,7470.825,6773.548,5279.383,3486.385,3287.163,2490.275,2191.442,1693.387
"Perkins County, South Dakota",2011,2898,1497,1401,162.288,144.9,197.064,150.696,78.246,170.982,130.41,139.104,147.798,194.166,234.738,263.718,249.228,162.288,115.92,139.104,92.736,121.716
"Potter County, South Dakota",2011,2375,1193,1182,95,104.5,171,135.375,90.25,83.125,80.75,71.25,166.25,171,206.625,192.375,166.25,116.375,140.125,106.875,133,137.75
"Roberts County, South Dakota",2011,10094,5065,5029,797.426,615.734,918.554,757.05,504.7,504.7,484.512,514.794,595.546,666.204,686.392,746.956,585.452,534.982,353.29,363.384,201.88,252.35
"Sanborn County, South Dakota",2011,2377,1269,1108,149.751,137.866,156.882,149.751,147.374,106.965,102.211,128.358,85.572,228.192,192.537,171.144,156.882,106.965,85.572,78.441,111.719,80.818
"Shannon County, South Dakota",2011,13544,6646,6898,1516.928,1300.224,1530.472,1544.016,1354.4,893.904,731.376,920.992,636.568,758.464,609.48,663.656,352.144,284.424,189.616,189.616,27.088,67.72
"Spink County, South Dakota",2011,6470,3302,3168,368.79,362.32,504.66,465.84,291.15,336.44,284.68,284.68,394.67,465.84,530.54,491.72,375.26,297.62,284.68,239.39,213.51,278.21
"Stanley County, South Dakota",2011,2928,1401,1527,184.464,161.04,163.968,213.744,140.544,172.752,169.824,172.752,245.952,202.032,149.328,281.088,243.024,161.04,131.76,38.064,58.56,29.28
"Sully County, South Dakota",2011,1389,742,647,76.395,44.448,111.12,105.564,69.45,30.558,48.615,33.336,108.342,156.957,118.065,133.344,95.841,76.395,44.448,59.727,41.67,33.336
"Todd County, South Dakota",2011,9640,4780,4860,1205,1166.44,964,973.64,819.4,684.44,462.72,482,501.28,530.2,530.2,453.08,375.96,96.4,183.16,125.32,48.2,48.2
"Tripp County, South Dakota",2011,5673,2790,2883,340.38,334.707,402.783,363.072,215.574,317.688,357.399,363.072,260.958,436.821,397.11,425.475,294.996,277.977,221.247,283.65,107.787,266.631
"Daviess County, Missouri",2011,8357,4210,4147,493.063,568.276,551.562,568.276,317.566,392.779,476.349,476.349,493.063,643.489,668.56,610.061,484.706,401.136,317.566,376.065,259.067,259.067
"Union County, South Dakota",2011,14155,7157,6998,891.765,1075.78,948.385,962.54,537.89,792.68,863.455,962.54,905.92,1089.935,1061.625,1104.09,905.92,608.665,396.34,396.34,382.185,283.1
"Walworth County, South Dakota",2011,5429,2759,2670,380.03,401.746,228.018,314.882,206.302,287.737,276.879,238.876,276.879,358.314,412.604,347.456,401.746,276.879,331.169,217.16,228.018,244.305
"Yankton County, South Dakota",2011,22350,11526,10824,1251.6,1318.65,1452.75,1452.75,1296.3,1341,1341,1229.25,1698.6,1788,1855.05,1408.05,1273.95,804.6,916.35,692.85,536.4,648.15
"Ziebach County, South Dakota",2011,2780,1365,1415,355.84,330.82,247.42,227.96,191.82,177.92,139,202.94,139,194.6,186.26,105.64,72.28,80.62,50.04,25.02,25.02,22.24
"Anderson County, Tennessee",2011,74672,36202,38470,4106.96,4181.632,5077.696,4779.008,4106.96,3957.616,4106.96,4928.352,4928.352,5525.728,5824.416,5824.416,4554.992,3584.256,2762.864,2165.488,1941.472,2240.16
"Bedford County, Tennessee",2011,44717,22376,22341,3398.492,3353.775,3264.341,2996.039,2683.02,2951.322,2861.888,2951.322,3398.492,3264.341,2727.737,2861.888,2280.567,1833.397,1386.227,1117.925,626.038,670.755
"Benton County, Tennessee",2011,16451,8056,8395,839.001,1036.413,839.001,1019.962,707.393,789.648,822.55,970.609,1069.315,1266.727,1217.374,1348.982,1266.727,1085.766,839.001,575.785,361.922,411.275
"Bledsoe County, Tennessee",2011,12949,7066,5883,621.552,647.45,880.532,971.175,660.399,621.552,776.94,880.532,1061.818,1048.869,971.175,867.583,971.175,712.195,453.215,336.674,246.031,194.235
"Blount County, Tennessee",2011,122283,59245,63038,6970.131,7092.414,8437.527,8070.678,6603.282,6847.848,7214.697,7948.395,8926.659,9293.508,9171.225,8559.81,8070.678,5991.867,5013.603,3668.49,2445.66,2201.094
"Bradley County, Tennessee",2011,98286,47842,50444,5897.16,6978.306,5897.16,6978.306,6978.306,6192.018,6093.732,6585.162,7273.164,7174.878,6585.162,5798.874,5995.446,4226.298,3833.154,2948.58,1474.29,1179.432
"Campbell County, Tennessee",2011,40626,19820,20806,2315.682,2396.934,2600.064,2600.064,2112.552,2315.682,2356.308,2803.194,2884.446,2884.446,2884.446,2559.438,3006.324,2396.934,1706.292,1300.032,853.146,650.016
"Cannon County, Tennessee",2011,13728,6798,6930,823.68,933.504,755.04,933.504,782.496,755.04,768.768,960.96,974.688,1098.24,1043.328,974.688,755.04,617.76,617.76,453.024,247.104,247.104
"Carroll County, Tennessee",2011,28576,13875,14701,1685.984,1457.376,2000.32,2114.624,1800.288,1543.104,1600.256,1543.104,2057.472,1971.744,1943.168,1800.288,2028.896,1685.984,1028.736,885.856,828.704,628.672
"Carter County, Tennessee",2011,57568,28197,29371,3051.104,3108.672,3396.512,3626.784,3972.192,3166.24,3223.808,3684.352,4087.328,4375.168,4202.464,4087.328,3857.056,2935.968,2705.696,1727.04,1439.2,921.088
"Cheatham County, Tennessee",2011,38988,19601,19387,2417.256,2807.136,2729.16,2807.136,1949.4,2105.352,2261.304,2807.136,3352.968,3469.932,3236.004,2729.16,2066.364,1364.58,1286.604,662.796,428.868,467.856
"Chester County, Tennessee",2011,16925,8142,8783,930.875,1201.675,1133.975,1455.55,1303.225,1150.9,981.65,981.65,1117.05,1083.2,1167.825,1032.425,930.875,930.875,389.275,440.05,338.5,321.575
"Henry County, Tennessee",2011,32042,15666,16376,1634.142,1826.394,2018.646,2210.898,2082.73,1858.436,1794.352,2146.814,2307.024,2178.856,2339.066,2307.024,2339.066,1730.268,1345.764,865.134,576.756,512.672
"Jefferson County, Mississippi",2011,7845,3828,4017,313.8,368.715,494.235,502.08,439.32,345.18,368.715,360.87,580.53,658.98,611.91,392.25,706.05,517.77,588.375,258.885,149.055,188.28
